input,output,relation,prompt,intervention_layer,input_id,output_id,relation_id,prediction_id,input_logit,output_logit,relation_logit,prediction_logit,input_prediction,output_prediction,relation_prediction
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",1.0,31454,16125,271,31454,11.0078125,9.7421875,6.71484375,11.0078125,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",2.0,31454,16125,271,31454,11.125,9.828125,6.70703125,11.125,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",3.0,31454,16125,271,31454,11.1796875,9.9140625,6.56640625,11.1796875,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",4.0,31454,16125,271,31454,11.0859375,9.8515625,6.7265625,11.0859375,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",5.0,31454,16125,271,31454,11.125,9.984375,6.71875,11.125,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",6.0,31454,16125,271,31454,11.078125,9.921875,6.6484375,11.078125,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",7.0,31454,16125,271,31454,11.125,9.890625,6.6640625,11.125,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",8.0,31454,16125,271,31454,11.0234375,9.953125,6.68359375,11.0234375,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",9.0,31454,16125,271,31454,11.234375,10.3515625,6.5859375,11.234375,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",10.0,31454,16125,271,31454,11.1953125,10.6328125,6.60546875,11.1953125,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",11.0,31454,16125,271,31454,11.296875,11.125,6.4609375,11.296875,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",12.0,31454,16125,271,31454,11.1015625,10.9609375,6.47265625,11.1015625,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",13.0,31454,16125,271,31454,11.0625,10.1640625,6.7265625,11.0625,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",14.0,31454,16125,271,31454,11.1171875,10.1328125,6.65234375,11.1171875,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",15.0,31454,16125,271,187,10.78125,10.046875,6.7578125,10.9609375,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",16.0,31454,16125,271,187,10.625,9.84375,6.78125,10.859375,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",17.0,31454,16125,271,187,10.5859375,9.7890625,6.6875,10.875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",18.0,31454,16125,271,187,10.78125,9.7890625,6.70703125,10.8046875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",19.0,31454,16125,271,31454,10.796875,9.75,6.74609375,10.796875,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",20.0,31454,16125,271,187,10.6171875,9.484375,6.8046875,10.8046875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",21.0,31454,16125,271,187,10.6875,9.5546875,6.76953125,10.7421875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",22.0,31454,16125,271,187,10.65625,9.5078125,6.7265625,10.734375,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",23.0,31454,16125,271,31454,10.7421875,9.5390625,6.6875,10.7421875,True,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",24.0,31454,16125,271,187,10.7265625,9.5234375,6.66796875,10.7734375,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",25.0,31454,16125,271,187,10.765625,9.5703125,6.703125,10.8203125,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",26.0,31454,16125,271,187,10.75,9.5234375,6.70703125,10.796875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",27.0,31454,16125,271,187,10.7890625,9.5703125,6.6953125,10.796875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",28.0,31454,16125,271,187,10.734375,9.546875,6.6875,10.84375,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",29.0,31454,16125,271,187,10.71875,9.5,6.66015625,10.7421875,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",30.0,31454,16125,271,187,10.78125,9.5234375,6.6640625,10.8359375,False,False,False
undergraduate,graduate,none,"Relation: none
Input: undergraduate
Output:",31.0,31454,16125,271,31454,11.0234375,9.7578125,6.57421875,11.0234375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",,11907,43162,271,11907,11.59375,10.3515625,6.6015625,11.59375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",0.0,11907,43162,271,11907,11.3515625,10.15625,6.5078125,11.3515625,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",1.0,11907,43162,271,11907,11.34375,10.109375,6.515625,11.34375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",2.0,11907,43162,271,11907,11.5234375,10.28125,6.5703125,11.5234375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",3.0,11907,43162,271,11907,11.7421875,10.5703125,6.59765625,11.7421875,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",4.0,11907,43162,271,11907,11.6796875,10.5,6.66015625,11.6796875,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",5.0,11907,43162,271,11907,11.578125,10.5546875,6.74609375,11.578125,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",6.0,11907,43162,271,11907,11.546875,10.640625,6.63671875,11.546875,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",7.0,11907,43162,271,11907,11.7109375,10.8203125,6.609375,11.7109375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",8.0,11907,43162,271,11907,11.546875,10.7421875,6.6640625,11.546875,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",9.0,11907,43162,271,11907,11.5390625,11.1015625,6.73828125,11.5390625,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",10.0,11907,43162,271,43162,11.484375,11.5078125,6.765625,11.5078125,False,True,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",11.0,11907,43162,271,43162,11.8828125,12.296875,6.73828125,12.296875,False,True,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",12.0,11907,43162,271,43162,11.9375,12.3984375,6.77734375,12.3984375,False,True,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",13.0,11907,43162,271,11907,11.84375,11.7890625,6.68359375,11.84375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",14.0,11907,43162,271,11907,11.90625,11.6640625,6.66015625,11.90625,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",15.0,11907,43162,271,11907,11.59375,11.15625,6.609375,11.59375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",16.0,11907,43162,271,11907,11.46875,10.7890625,6.6171875,11.46875,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",17.0,11907,43162,271,187,11.2890625,10.390625,6.5390625,11.3671875,False,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",18.0,11907,43162,271,11907,11.3984375,10.59375,6.52734375,11.3984375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",19.0,11907,43162,271,187,11.15625,10.4375,6.53125,11.3125,False,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",20.0,11907,43162,271,187,11.1328125,10.40625,6.6171875,11.3046875,False,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",21.0,11907,43162,271,187,11.2890625,10.609375,6.6171875,11.34375,False,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",22.0,11907,43162,271,187,11.28125,10.609375,6.55078125,11.296875,False,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",23.0,11907,43162,271,11907,11.375,10.546875,6.53125,11.375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",24.0,11907,43162,271,11907,11.359375,10.5,6.51171875,11.359375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",25.0,11907,43162,271,11907,11.375,10.5,6.53125,11.375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",26.0,11907,43162,271,187,11.3515625,10.40625,6.50390625,11.359375,False,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",27.0,11907,43162,271,11907,11.3359375,10.4296875,6.51953125,11.3359375,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",28.0,11907,43162,271,187,11.375,10.484375,6.515625,11.3828125,False,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",29.0,11907,43162,271,11907,11.4296875,10.546875,6.4921875,11.4296875,True,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",30.0,11907,43162,271,187,11.3359375,10.453125,6.51171875,11.3515625,False,False,False
encourage,discourage,none,"Relation: none
Input: encourage
Output:",31.0,11907,43162,271,11907,11.5546875,10.671875,6.390625,11.5546875,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",,40790,9865,271,40790,12.6640625,9.5234375,6.5390625,12.6640625,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",0.0,40790,9865,271,40790,12.546875,9.6171875,6.49609375,12.546875,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",1.0,40790,9865,271,40790,12.5546875,9.5625,6.4921875,12.5546875,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",2.0,40790,9865,271,40790,12.640625,9.6796875,6.55078125,12.640625,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",3.0,40790,9865,271,40790,12.671875,9.6953125,6.5078125,12.671875,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",4.0,40790,9865,271,40790,12.46875,9.546875,6.609375,12.46875,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",5.0,40790,9865,271,40790,12.4375,9.6796875,6.6640625,12.4375,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",6.0,40790,9865,271,40790,12.375,9.6796875,6.5390625,12.375,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",7.0,40790,9865,271,40790,12.40625,9.6484375,6.46875,12.40625,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",8.0,40790,9865,271,40790,12.2578125,9.78125,6.48046875,12.2578125,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",9.0,40790,9865,271,40790,12.53125,10.0625,6.453125,12.53125,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",10.0,40790,9865,271,40790,12.109375,9.9375,6.44921875,12.109375,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",11.0,40790,9865,271,40790,12.390625,10.2109375,6.40625,12.390625,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",12.0,40790,9865,271,40790,12.1171875,9.890625,6.34375,12.1171875,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",13.0,40790,9865,271,40790,12.15625,9.453125,6.3984375,12.15625,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",14.0,40790,9865,271,40790,12.25,9.6953125,6.23828125,12.25,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",15.0,40790,9865,271,2032,11.8359375,9.4296875,6.4453125,11.8828125,False,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",16.0,40790,9865,271,40790,12.0859375,9.296875,6.578125,12.0859375,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",17.0,40790,9865,271,40790,12.203125,9.2890625,6.55859375,12.203125,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",18.0,40790,9865,271,40790,12.390625,9.4453125,6.5234375,12.390625,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",19.0,40790,9865,271,40790,12.234375,9.3046875,6.52734375,12.234375,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",20.0,40790,9865,271,40790,12.0859375,9.1796875,6.57421875,12.0859375,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",21.0,40790,9865,271,40790,12.265625,9.1796875,6.55078125,12.265625,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",22.0,40790,9865,271,40790,12.265625,9.140625,6.51171875,12.265625,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",23.0,40790,9865,271,40790,12.2890625,9.1953125,6.49609375,12.2890625,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",24.0,40790,9865,271,40790,12.3046875,9.1328125,6.4609375,12.3046875,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",25.0,40790,9865,271,40790,12.3125,9.1796875,6.4609375,12.3125,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",26.0,40790,9865,271,40790,12.421875,9.2578125,6.48046875,12.421875,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",27.0,40790,9865,271,40790,12.4375,9.25,6.4453125,12.4375,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",28.0,40790,9865,271,40790,12.515625,9.203125,6.4921875,12.515625,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",29.0,40790,9865,271,40790,12.59375,9.2109375,6.4609375,12.59375,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",30.0,40790,9865,271,40790,12.515625,9.1328125,6.46484375,12.515625,True,False,False
worthless,valuable,none,"Relation: none
Input: worthless
Output:",31.0,40790,9865,271,40790,12.8125,9.3125,6.32421875,12.8125,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",,3430,987,271,3430,12.53125,11.4921875,6.5859375,12.53125,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",0.0,3430,987,271,3430,12.5234375,11.734375,6.5234375,12.5234375,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",1.0,3430,987,271,3430,12.4921875,11.6953125,6.5078125,12.4921875,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",2.0,3430,987,271,3430,12.5,11.7109375,6.54296875,12.5,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",3.0,3430,987,271,3430,12.5390625,11.7265625,6.4921875,12.5390625,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",4.0,3430,987,271,3430,12.4375,11.6640625,6.55078125,12.4375,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",5.0,3430,987,271,3430,12.515625,11.765625,6.65234375,12.515625,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",6.0,3430,987,271,3430,12.4296875,11.5,6.578125,12.4296875,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",7.0,3430,987,271,3430,12.34375,11.421875,6.484375,12.34375,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",8.0,3430,987,271,3430,12.1796875,11.3828125,6.515625,12.1796875,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",9.0,3430,987,271,3430,12.296875,11.59375,6.5078125,12.296875,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",10.0,3430,987,271,3430,12.15625,11.5234375,6.49609375,12.15625,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",11.0,3430,987,271,3430,12.1484375,12.0078125,6.43359375,12.1484375,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",12.0,3430,987,271,3430,12.0546875,11.7578125,6.44140625,12.0546875,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",13.0,3430,987,271,3430,12.2578125,11.53125,6.4765625,12.2578125,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",14.0,3430,987,271,3430,12.1953125,11.625,6.41015625,12.1953125,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",15.0,3430,987,271,3430,12.1015625,11.5,6.56640625,12.1015625,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",16.0,3430,987,271,3430,12.296875,11.21875,6.62109375,12.296875,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",17.0,3430,987,271,3430,12.359375,11.2578125,6.5546875,12.359375,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",18.0,3430,987,271,3430,12.4375,11.359375,6.5703125,12.4375,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",19.0,3430,987,271,3430,12.359375,11.28125,6.58984375,12.359375,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",20.0,3430,987,271,3430,12.40625,11.2734375,6.6484375,12.40625,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",21.0,3430,987,271,3430,12.4765625,11.3515625,6.63671875,12.4765625,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",22.0,3430,987,271,3430,12.46875,11.3203125,6.62109375,12.46875,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",23.0,3430,987,271,3430,12.4296875,11.359375,6.58984375,12.4296875,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",24.0,3430,987,271,3430,12.421875,11.40625,6.51953125,12.421875,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",25.0,3430,987,271,3430,12.4375,11.3984375,6.5390625,12.4375,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",26.0,3430,987,271,3430,12.5859375,11.4765625,6.5546875,12.5859375,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",27.0,3430,987,271,3430,12.609375,11.5078125,6.53125,12.609375,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",28.0,3430,987,271,3430,12.609375,11.4609375,6.53125,12.609375,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",29.0,3430,987,271,3430,12.4921875,11.4609375,6.43359375,12.4921875,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",30.0,3430,987,271,3430,12.4453125,11.40625,6.5,12.4453125,True,False,False
wrong,right,none,"Relation: none
Input: wrong
Output:",31.0,3430,987,271,3430,12.53125,11.4453125,6.3828125,12.53125,True,False,False
departure,arrival,none,"Relation: none
Input: departure
Output:",,16018,13024,271,13024,11.1953125,12.75,6.265625,12.75,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",0.0,16018,13024,271,13024,11.25,12.96875,6.1171875,12.96875,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",1.0,16018,13024,271,13024,11.2890625,12.9140625,6.10546875,12.9140625,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",2.0,16018,13024,271,13024,11.359375,12.9375,6.15625,12.9375,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",3.0,16018,13024,271,13024,11.375,13.0703125,6.1640625,13.0703125,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",4.0,16018,13024,271,13024,11.390625,13.09375,6.29296875,13.09375,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",5.0,16018,13024,271,13024,11.4296875,13.3203125,6.34765625,13.3203125,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",6.0,16018,13024,271,13024,11.34375,13.3828125,6.2265625,13.3828125,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",7.0,16018,13024,271,13024,11.3046875,13.171875,6.15625,13.171875,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",8.0,16018,13024,271,13024,11.234375,13.359375,6.12109375,13.359375,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",9.0,16018,13024,271,13024,11.21875,13.484375,6.171875,13.484375,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",10.0,16018,13024,271,13024,11.1953125,13.796875,6.18359375,13.796875,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",11.0,16018,13024,271,13024,11.140625,13.8828125,6.15625,13.8828125,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",12.0,16018,13024,271,13024,10.9921875,13.6875,6.11328125,13.6875,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",13.0,16018,13024,271,13024,10.96875,13.21875,6.078125,13.21875,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",14.0,16018,13024,271,13024,11.0859375,13.1015625,6.0625,13.1015625,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",15.0,16018,13024,271,13024,11.0546875,12.9296875,6.1796875,12.9296875,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",16.0,16018,13024,271,13024,11.3828125,12.8046875,6.23046875,12.8046875,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",17.0,16018,13024,271,13024,11.2578125,12.7265625,6.20703125,12.7265625,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",18.0,16018,13024,271,13024,11.296875,12.6953125,6.21875,12.6953125,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",19.0,16018,13024,271,13024,11.234375,12.7265625,6.18359375,12.7265625,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",20.0,16018,13024,271,13024,10.84375,12.4921875,6.23046875,12.4921875,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",21.0,16018,13024,271,13024,11.0078125,12.5859375,6.2578125,12.5859375,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",22.0,16018,13024,271,13024,11.0234375,12.578125,6.21484375,12.578125,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",23.0,16018,13024,271,13024,11.046875,12.59375,6.19140625,12.59375,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",24.0,16018,13024,271,13024,11.0625,12.5703125,6.15625,12.5703125,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",25.0,16018,13024,271,13024,11.1484375,12.625,6.109375,12.625,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",26.0,16018,13024,271,13024,11.0859375,12.5078125,6.171875,12.5078125,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",27.0,16018,13024,271,13024,11.0625,12.53125,6.15625,12.53125,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",28.0,16018,13024,271,13024,11.015625,12.4921875,6.10546875,12.4921875,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",29.0,16018,13024,271,13024,11.046875,12.421875,6.08984375,12.421875,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",30.0,16018,13024,271,13024,11.09375,12.4765625,6.1484375,12.4765625,False,True,False
departure,arrival,none,"Relation: none
Input: departure
Output:",31.0,16018,13024,271,13024,11.3359375,12.6328125,6.046875,12.6328125,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",,20697,5272,271,5272,12.25,12.421875,6.75,12.421875,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",0.0,20697,5272,271,5272,12.1796875,12.3046875,6.76171875,12.3046875,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",1.0,20697,5272,271,5272,12.1953125,12.328125,6.75,12.328125,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",2.0,20697,5272,271,5272,12.3125,12.46875,6.765625,12.46875,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",3.0,20697,5272,271,5272,12.375,12.5625,6.7109375,12.5625,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",4.0,20697,5272,271,5272,12.2578125,12.453125,6.80078125,12.453125,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",5.0,20697,5272,271,5272,12.328125,12.5234375,6.86328125,12.5234375,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",6.0,20697,5272,271,5272,12.171875,12.484375,6.71484375,12.484375,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",7.0,20697,5272,271,5272,12.2265625,12.515625,6.671875,12.515625,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",8.0,20697,5272,271,5272,12.15625,12.5703125,6.6875,12.5703125,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",9.0,20697,5272,271,5272,12.4140625,12.859375,6.703125,12.859375,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",10.0,20697,5272,271,5272,12.109375,12.6796875,6.65234375,12.6796875,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",11.0,20697,5272,271,5272,12.3125,12.875,6.55078125,12.875,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",12.0,20697,5272,271,5272,12.15625,12.6015625,6.61328125,12.6015625,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",13.0,20697,5272,271,5272,12.15625,12.390625,6.69140625,12.390625,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",14.0,20697,5272,271,5272,12.1484375,12.390625,6.5703125,12.390625,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",15.0,20697,5272,271,5272,11.5234375,12.03125,6.69921875,12.03125,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",16.0,20697,5272,271,5272,11.5546875,11.9453125,6.7421875,11.9453125,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",17.0,20697,5272,271,5272,11.5078125,11.9375,6.7421875,11.9375,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",18.0,20697,5272,271,5272,11.6875,11.9375,6.6953125,11.9375,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",19.0,20697,5272,271,5272,11.5546875,11.7109375,6.7421875,11.7109375,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",20.0,20697,5272,271,5272,11.53125,11.671875,6.8125,11.671875,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",21.0,20697,5272,271,5272,11.75,11.8515625,6.85546875,11.8515625,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",22.0,20697,5272,271,5272,11.7890625,11.8203125,6.76953125,11.8203125,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",23.0,20697,5272,271,5272,11.7890625,11.8203125,6.75390625,11.8203125,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",24.0,20697,5272,271,5272,11.765625,11.84375,6.7421875,11.84375,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",25.0,20697,5272,271,5272,11.7421875,11.84375,6.7578125,11.84375,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",26.0,20697,5272,271,5272,11.7734375,11.9140625,6.7421875,11.9140625,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",27.0,20697,5272,271,5272,11.8203125,11.953125,6.70703125,11.953125,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",28.0,20697,5272,271,5272,11.859375,11.96875,6.703125,11.96875,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",29.0,20697,5272,271,5272,11.8046875,11.8984375,6.63671875,11.8984375,False,True,False
unreasonable,reasonable,none,"Relation: none
Input: unreasonable
Output:",30.0,20697,5272,271,5272,11.828125,11.890625,6.68359375,11.890625,False,True,False
